Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Parent_Education_Level
Student_1380,Emma,Davis,Female,23,Mechanical Engineering,71.6,70.61,51.2,51.25,93.45,5.48,65.84,Grade C,21.1,PhD
Student_1381,Maria,Smith,Female,20,Civil Engineering,69.42,98.16,47.63,97.18,85.22,4.58,94.12,Grade B,27.1,None
Student_1382,Ahmed,Johnson,Male,21,Mechanical Engineering,98,97.34,75.29,53.5,64.69,5.66,61.84,Grade B,8.6,Bachelor's
Student_1383,Ali,Williams,Male,18,Computer Science,60.4,89.24,81.69,95.98,93.83,7.02,78.81,Grade C,20.3,Master's
Student_1384,Ahmed,Smith,Male,19,Computer Science,69.21,72.6,58.31,74.38,62.04,0.83,65.29,Grade B,26.4,Master's
Student_1385,Emma,Smith,Female,19,Computer Science,77.2,70.71,64.14,53.18,74.46,7.47,73.36,Grade E,18.3,None
Student_1386,Ahmed,Johnson,Female,21,Mechanical Engineering,80.65,43.3,41.28,61.46,53.5,1.44,91,Grade B,13.2,Bachelor's
Student_1387,Maria,Williams,Female,18,Computer Science,73.41,74.44,76.61,78.93,97.67,0.26,76.03,Grade D,27.4,Bachelor's
Student_1388,Ali,Jones,Male,20,Computer Science,90.51,94.03,65.39,54.39,78.64,5.19,75.79,Grade A,26.9,High School
Student_1389,Liam,Jones,Male,24,Civil Engineering,88.38,86.81,95.19,71.18,62.26,5.81,63.91,Grade B,11.7,PhD
Student_1390,Maria,Davis,Female,18,Civil Engineering,92.72,49.6,63.92,90.76,99.03,5.15,86.99,Grade A,7.3,High School
Student_1391,Omar,Smith,Male,20,Civil Engineering,87.55,61.51,55.82,55.51,80.78,5.35,61.71,Grade A,7.1,None
Student_1392,Sara,Johnson,Male,19,Civil Engineering,97.82,58.95,40.98,70.33,74.99,7.12,89.43,Grade A,5.9,Master's
Student_1393,Omar,Davis,Male,23,Mechanical Engineering,88.61,66.31,71.96,83.7,75.6,4.78,58.08,Grade B,11.4,Master's
Student_1394,Ahmed,Smith,Female,19,Computer Science,53.16,45.72,90,91.22,78.31,8.06,90.15,Grade C,20.8,High School
Student_1395,Ali,Davis,Female,18,Electrical Engineering,75.19,40.1,51.51,80.16,64.69,0.48,57.82,Grade B,8.3,PhD
Student_1396,Ahmed,Smith,Female,19,Computer Science,56.4,99.81,97.2,50.62,58.48,4.11,52.15,Grade D,26.9,High School
Student_1397,Emma,Davis,Male,20,Computer Science,50.61,83.63,76.12,67.12,54.77,9.09,50.7,Grade E,25.7,PhD
Student_1398,Emma,Brown,Male,23,Computer Science,67.95,53.6,97.26,77.77,70.84,4.11,70.46,Grade C,22.9,Bachelor's
Student_1399,Sara,Johnson,Male,22,Computer Science,55.26,98.31,53.83,96.66,86.9,5.26,63.77,Grade E,28.9,PhD
Student_1400,Maria,Johnson,Male,23,Computer Science,66.14,88.52,40.36,83.78,63.62,7.96,99.5,Grade B,19.2,PhD
Student_1401,Emma,Williams,Male,18,Computer Science,97.08,54.21,70.47,53.89,96.44,9.42,89.44,Grade A,25,None
Student_1402,Ali,Johnson,Male,20,Civil Engineering,60.35,49.3,61.19,62.91,52.54,4.49,76.39,Grade C,12.1,None
Student_1403,Omar,Brown,Female,23,Civil Engineering,99.45,72.41,58.53,98.39,79.86,1.12,84.31,Grade B,24.1,Master's
Student_1404,Maria,Davis,Male,19,Mechanical Engineering,82.44,45.17,98.86,58.09,73.44,1.26,58.14,Grade D,12,PhD
Student_1405,Sara,Smith,Female,19,Mechanical Engineering,98.07,95.3,66.71,54.39,66.14,2.71,61.61,Grade A,28.9,PhD
Student_1406,Ahmed,Williams,Female,18,Civil Engineering,76.72,95,97.54,92.73,74.22,1.49,54.35,Grade A,11,High School
Student_1407,Ahmed,Williams,Male,22,Computer Science,88.1,44.67,52.78,62.95,60.08,4.99,63.54,Grade B,28,High School
Student_1408,John,Jones,Male,24,Civil Engineering,76.23,47.26,81.36,92.43,50.03,5.03,63.78,Grade E,16.4,High School
Student_1409,Maria,Williams,Male,23,Computer Science,50.66,99.26,52.34,90.13,98.18,3.67,74.19,Grade C,16.4,None
Student_1410,Emma,Johnson,Male,23,Civil Engineering,86.81,69.26,60.36,55.05,72.05,4.95,61.55,Grade B,26.7,None
Student_1411,Omar,Brown,Male,23,Computer Science,97.83,55.86,40.28,85.79,64.42,0.3,72.57,Grade A,23,Bachelor's
Student_1412,Emma,Williams,Male,19,Computer Science,61.2,83.63,92.84,86.16,50.7,8.68,77.42,Grade B,16.1,PhD
Student_1413,Ahmed,Jones,Female,18,Civil Engineering,68.77,64.1,73.36,94.92,83.47,2.94,93.85,Grade E,25.5,PhD
Student_1414,Ali,Davis,Male,24,Computer Science,91.35,69.48,48.7,51.15,70.47,7.69,77.57,Grade B,5.5,PhD
Student_1415,Omar,Johnson,Male,22,Computer Science,50.48,50.04,45.98,92.99,91.84,4.5,50.02,Grade C,19.2,None
Student_1416,Maria,Johnson,Female,23,Electrical Engineering,89.9,67.15,66.3,68.85,51.46,4.67,70.48,Grade A,9.9,None
Student_1417,Liam,Williams,Female,22,Civil Engineering,79.47,89.19,58.15,70.78,91.92,8.47,61.05,Grade E,9.8,None
Student_1418,Ahmed,Brown,Male,22,Computer Science,52.53,53.85,58.85,78.32,89.3,7.65,65.66,Grade D,16.8,Master's
Student_1419,Ahmed,Davis,Female,21,Computer Science,67.29,59.16,54.07,96.82,63.24,5.17,91.98,Grade C,22.4,PhD
Student_1420,Ahmed,Smith,Male,21,Computer Science,74.48,48.82,90.04,93.96,71.98,0.57,98.87,Grade C,11.5,Master's
Student_1421,Emma,Jones,Female,19,Computer Science,98.36,60.52,46.69,83.02,50.27,9.65,87.14,Grade A,5.6,Master's
Student_1422,John,Brown,Female,19,Computer Science,99.19,94.68,81.6,52.47,82.56,7.93,63.24,Grade A,9.9,PhD
Student_1423,Sara,Jones,Female,18,Electrical Engineering,93.32,74.52,56.36,54.97,50.69,3.05,75.24,Grade B,19.8,None
Student_1424,Ali,Jones,Male,22,Civil Engineering,95.48,82.14,67.36,66.2,81.07,2.9,64.51,Grade A,9.5,Bachelor's
Student_1425,Sara,Johnson,Female,22,Computer Science,60.86,91.24,57.83,75.19,82.63,5.73,50.96,Grade A,27.4,Bachelor's
Student_1426,Ali,Brown,Male,21,Electrical Engineering,91.55,97.51,49,99.66,57.91,8.46,85.53,Grade A,26.2,High School
Student_1427,John,Jones,Male,20,Electrical Engineering,78.56,64.94,89.56,84.76,94.21,6.07,64.23,Grade C,29,Bachelor's
Student_1428,Emma,Jones,Female,19,Mechanical Engineering,79.87,65.37,60.87,96.64,67.49,2.26,53.36,Grade E,29.5,Master's
Student_1429,Ahmed,Davis,Female,22,Mechanical Engineering,61.02,88.29,78.67,63.81,51.76,1.87,54.09,Grade B,14,Master's
Student_1430,Emma,Johnson,Male,23,Mechanical Engineering,69.71,93.54,85.1,96.76,64.87,6.99,77.02,Grade D,26.6,Master's
Student_1431,Ali,Brown,Female,19,Computer Science,68.75,46.45,63.36,79.01,90.63,6.7,98.32,Grade E,26.9,High School
Student_1432,Ali,Jones,Female,18,Computer Science,56.65,52.04,82.98,87.42,67.54,3.47,65.23,Grade C,15.8,Bachelor's
Student_1433,John,Jones,Male,24,Computer Science,97.04,94.01,49.88,57.73,57.18,6.61,63.01,Grade A,25.3,None
Student_1434,Maria,Jones,Female,21,Electrical Engineering,87.52,69.81,55.42,93.24,79.78,8.64,55.22,Grade A,7.8,High School
Student_1435,Ahmed,Davis,Female,24,Computer Science,86.99,65.01,74.4,84.11,84.58,9.2,80.51,Grade B,15.4,None
Student_1436,Sara,Williams,Female,18,Computer Science,68.48,48,46.2,68.74,89.15,8.82,95.54,Grade A,23.8,PhD
Student_1437,Sara,Jones,Male,20,Civil Engineering,88.9,79.08,76.01,71.2,51.27,8.6,93.86,Grade A,27.8,Master's
Student_1438,Liam,Brown,Female,18,Computer Science,85.88,91.31,96.94,78.22,59.62,2.75,68.51,Grade B,20.8,None
Student_1439,John,Smith,Female,20,Mechanical Engineering,57.16,74.63,63.02,89.79,99.6,9.7,72.1,Grade C,26.4,PhD
Student_1440,Emma,Davis,Female,21,Computer Science,66.45,71.1,89.97,57.75,70.77,0.55,84.36,Grade C,27.9,Master's
Student_1441,Ahmed,Brown,Female,22,Civil Engineering,72.1,64.38,95.29,76.92,96.39,9.46,68.05,Grade C,28.7,High School
Student_1442,Liam,Johnson,Female,20,Mechanical Engineering,59.61,89.09,69.49,88.33,58.14,1.59,91.33,Grade C,21.5,None
Student_1443,Ahmed,Davis,Male,22,Computer Science,72.5,50.92,83.75,99.42,60.2,3.77,57.4,Grade C,23,Master's
Student_1444,Ali,Jones,Male,24,Civil Engineering,77.95,96.87,49.53,93.22,67.48,7.31,65.06,Grade D,12.1,Bachelor's
Student_1445,Ali,Davis,Male,19,Mechanical Engineering,83.19,40.23,75.19,62.37,82.2,2.16,57.64,Grade C,5.4,Master's
Student_1446,Emma,Davis,Male,22,Civil Engineering,93.56,83.73,67.46,58.46,90.58,7.49,61.97,Grade B,29.5,Master's
Student_1447,Sara,Williams,Male,19,Computer Science,61.27,81.87,45.16,55.51,78.62,1.06,64.81,Grade A,17,None
Student_1448,John,Johnson,Female,20,Computer Science,83.07,89.07,41.83,92.88,66.05,4.76,96.69,Grade E,13.6,Master's
Student_1449,Ali,Jones,Male,22,Electrical Engineering,73.44,54.72,76.39,55.41,85.2,9.46,60.95,Grade B,6.6,Bachelor's
Student_1450,Liam,Williams,Female,20,Computer Science,74.97,86.25,59.86,56.91,82.74,2.7,53.48,Grade C,5.3,Master's
Student_1451,John,Davis,Male,23,Electrical Engineering,56.41,88.26,65.08,62.29,69.85,1.45,96.83,Grade E,23.9,PhD
Student_1452,Maria,Jones,Male,19,Computer Science,80.85,42.52,45.2,94.01,80.71,9.3,97.21,Grade C,11.3,High School
Student_1453,Ali,Davis,Male,19,Civil Engineering,68.7,52.04,93.91,77.31,56.63,4.05,54.1,Grade A,28.4,High School
Student_1454,Ali,Brown,Female,18,Civil Engineering,78.42,83.56,65.56,63.3,77.15,9.37,53.67,Grade A,9.3,High School
Student_1455,Sara,Brown,Male,19,Mechanical Engineering,55.43,62.8,98.32,56.7,76.28,0.49,66.49,Grade E,6.1,High School
Student_1456,Sara,Williams,Female,21,Civil Engineering,62.13,55.13,46.48,79.52,80.29,1.33,79.98,Grade C,16.3,None
Student_1457,Ali,Williams,Male,24,Computer Science,75.87,67.19,70.51,64.2,91.53,0.85,98.79,Grade B,15.8,PhD
Student_1458,Omar,Davis,Male,23,Civil Engineering,92.17,78.34,83.8,92.3,75.72,3.02,58.49,Grade A,29.2,PhD
Student_1459,Liam,Davis,Female,19,Computer Science,71.81,92.65,81.9,99.06,62.49,2.29,66.46,Grade D,11.6,PhD
Student_1460,Ali,Brown,Male,22,Computer Science,71.67,71.48,85.65,56.01,84.72,5.49,79.36,Grade D,17.2,High School
Student_1461,John,Brown,Male,20,Computer Science,78.81,92.02,50.56,89.49,92.06,4.05,85.54,Grade C,13,None
Student_1462,John,Smith,Female,18,Computer Science,78.31,58.61,67.89,59.53,59.92,9.42,70.18,Grade A,24.1,Bachelor's
Student_1463,Liam,Johnson,Female,24,Civil Engineering,80.39,66.7,76.52,69.71,75.84,3.88,81.49,Grade C,21.9,PhD
Student_1464,Maria,Johnson,Female,22,Mechanical Engineering,78.8,87.11,44.23,95.83,78.58,2.57,68.15,Grade B,8.2,Bachelor's
Student_1465,Omar,Jones,Female,22,Civil Engineering,69.84,41.85,43.9,82.94,59.69,5.49,85.97,Grade B,9.8,Master's
Student_1466,Emma,Brown,Female,22,Computer Science,99.53,75.15,97.92,52.03,61.5,7.36,91.94,Grade A,5.6,Bachelor's
Student_1467,John,Williams,Male,18,Computer Science,87.48,95.71,57.67,59.98,86.52,5.15,63.14,Grade A,29.8,PhD
Student_1468,Ahmed,Jones,Female,21,Mechanical Engineering,76.87,57.19,86.06,65.91,91.96,8.55,70.85,Grade B,21.4,Bachelor's
Student_1469,Maria,Johnson,Male,24,Mechanical Engineering,94.11,85.54,95.14,50.45,63.6,3.76,64.68,Grade A,19.9,Bachelor's
Student_1470,Liam,Jones,Female,19,Computer Science,57.4,89.2,57.08,97.76,63.48,2.3,57.08,Grade E,19.4,PhD
Student_1471,Ahmed,Johnson,Female,22,Computer Science,75.42,95.38,79.68,56.95,85.21,8.69,56.44,Grade E,5.8,None
Student_1472,Maria,Smith,Female,21,Civil Engineering,82.35,65.86,46.74,64.38,96.42,2,63.85,Grade C,8.9,Bachelor's
Student_1473,Sara,Johnson,Female,19,Computer Science,55.79,72.04,75.39,55.04,85.89,4.52,66.95,Grade D,22.4,High School
Student_1474,Liam,Davis,Female,23,Computer Science,56.5,89.01,49.21,72.04,90.05,6.57,91.46,Grade C,14,None
Student_1475,Ahmed,Williams,Male,22,Mechanical Engineering,56.52,68.61,46.16,51.12,87.66,1.42,53.36,Grade D,24.2,Master's
Student_1476,Liam,Smith,Female,18,Computer Science,84.06,87.04,71.39,88.54,83.84,7.64,54.66,Grade E,25.2,High School
Student_1477,Emma,Jones,Male,19,Civil Engineering,68.63,95.81,80.5,82.06,52.36,1.29,67.27,Grade B,21.1,PhD
Student_1478,John,Williams,Male,20,Computer Science,70.27,86.57,95.07,73.62,73.91,3.08,89.89,Grade A,25.1,Bachelor's
Student_1479,Sara,Jones,Female,20,Computer Science,81.38,44.03,53.55,95.38,98.08,7.52,96.26,Grade D,11.3,None
Student_1480,Liam,Williams,Male,23,Civil Engineering,77.41,98.46,52.16,75.7,80.41,0.66,74.78,Grade B,20.2,High School
Student_1481,Sara,Johnson,Male,23,Computer Science,54.41,73.69,45.44,76.03,54.68,8.93,72.56,Grade E,14.3,PhD
Student_1482,Ahmed,Brown,Female,21,Electrical Engineering,73.1,62.15,63.31,54.61,65.76,1.68,60.53,Grade A,24.9,None
Student_1483,Ahmed,Smith,Female,20,Mechanical Engineering,95.04,69.93,97.04,71.63,67.31,9.95,66.86,Grade A,29.8,Bachelor's
Student_1484,Liam,Williams,Male,20,Electrical Engineering,69.76,54.4,69.92,66.89,53.8,4.31,79.22,Grade A,21.2,High School
Student_1485,Liam,Jones,Male,20,Computer Science,61.63,75.24,57.49,61.1,77.81,4.37,83.25,Grade E,20,Bachelor's
Student_1486,John,Brown,Female,22,Computer Science,73.04,95.64,82.61,70.41,52.97,4.57,81.17,Grade A,24,Master's
Student_1487,Ali,Smith,Female,19,Civil Engineering,65.67,45.75,46.95,78.72,80.82,2.56,57.29,Grade B,5.4,Master's
Student_1488,Ahmed,Smith,Male,21,Computer Science,59.55,65.55,45.1,89.9,95.47,5.53,89.96,Grade D,29,PhD
Student_1489,Ali,Brown,Male,19,Civil Engineering,75.95,59.59,71.63,66.02,67.5,9.05,58.07,Grade E,5.6,PhD
Student_1490,Ahmed,Jones,Female,24,Computer Science,83.63,78.46,59.61,85.42,66.79,1.16,87.09,Grade E,18,Bachelor's
Student_1491,John,Brown,Male,24,Computer Science,66.55,95.03,85.51,62.31,59.05,1.32,63.54,Grade D,14.9,Bachelor's
Student_1492,Emma,Brown,Male,21,Civil Engineering,85.63,46.54,43.46,64.09,97.44,3.01,99.23,Grade B,6.7,High School
Student_1493,Maria,Williams,Male,19,Computer Science,75.56,54.29,70.53,96.74,96.66,8.56,55.38,Grade C,12.5,None
Student_1494,Omar,Johnson,Male,24,Computer Science,58.02,54.09,73.76,51.3,61.24,7.88,70.32,Grade D,21.3,High School
Student_1495,Ahmed,Williams,Male,24,Mechanical Engineering,94.72,99.77,81.72,60.87,77.68,6.45,83.85,Grade A,24.3,None
Student_1496,John,Johnson,Male,22,Mechanical Engineering,64.65,40.28,69.87,74.15,56.87,0.9,54.73,Grade A,25.4,Bachelor's
Student_1497,Ahmed,Williams,Male,18,Computer Science,86.56,78.38,69.01,70.09,83.73,9.55,55.45,Grade B,24.4,PhD
Student_1498,Sara,Williams,Male,21,Civil Engineering,89,92.18,62.08,81.46,59.27,3.05,57.16,Grade A,13.1,PhD
Student_1499,Ali,Jones,Male,18,Mechanical Engineering,98.16,80.34,56.29,59.64,52.49,6.07,82.25,Grade B,22.4,Bachelor's
Student_1500,John,Williams,Male,23,Computer Science,74.93,61.76,96.77,53.53,91.24,8.03,95.47,Grade C,29.2,None
Student_1501,Omar,Brown,Male,21,Mechanical Engineering,80.79,97.5,59.06,68.47,66.27,1.33,91.3,Grade C,8.4,Bachelor's
Student_1502,Sara,Johnson,Female,22,Civil Engineering,83.91,66.04,50.04,78.1,91.7,0.32,78.91,Grade E,15.2,Bachelor's
Student_1503,John,Davis,Male,19,Mechanical Engineering,92.77,98.95,86.73,62.29,95.56,1.55,71.08,Grade A,9.2,None
Student_1504,Ahmed,Johnson,Male,19,Computer Science,52.51,66.99,88.53,88.23,74.46,4.44,69.8,Grade C,25.4,Master's
Student_1505,Emma,Smith,Male,23,Computer Science,94.1,90.84,89.39,54.39,56.4,2.48,52.37,Grade A,14.7,PhD
Student_1506,Omar,Johnson,Male,24,Civil Engineering,92.6,58.12,73.04,59.92,53.07,4.21,91.49,Grade A,28.4,Master's
Student_1507,Omar,Brown,Female,20,Mechanical Engineering,75.32,62.31,50.63,86.97,65.92,0.77,51.24,Grade C,29.2,Bachelor's
Student_1508,Sara,Davis,Female,18,Computer Science,74.51,49.89,48.89,63.99,54.34,7.55,86.49,Grade C,29.1,None
Student_1509,Maria,Davis,Female,19,Mechanical Engineering,68.09,52.55,74.44,74.67,76.78,0.79,70.35,Grade E,8.9,PhD
Student_1510,Emma,Davis,Male,20,Computer Science,55.56,70.65,73.48,75.35,72.19,6.63,64.5,Grade C,12.8,Master's
Student_1511,Ahmed,Brown,Male,23,Mechanical Engineering,79.51,53.87,69.91,67.33,58.92,4.17,67.31,Grade D,28.1,PhD
Student_1512,Ahmed,Smith,Female,20,Computer Science,84.08,64.17,76.13,99.71,68.41,8.66,98.24,Grade A,7.2,Bachelor's
Student_1513,Maria,Jones,Male,22,Civil Engineering,96.72,62.39,41.93,67.87,83.75,1.86,83.05,Grade A,19.7,PhD
Student_1514,Omar,Johnson,Male,24,Computer Science,89.01,99.24,41.97,81.35,67.55,2.65,77.18,Grade A,17.1,High School
Student_1515,Sara,Brown,Female,19,Computer Science,82.19,91.21,83.3,94.42,67.07,1.37,56.35,Grade E,29.4,PhD
Student_1516,Liam,Johnson,Female,23,Civil Engineering,55.84,63.28,51.59,81.9,99.54,3.82,69.56,Grade D,29.1,High School
Student_1517,Ahmed,Smith,Male,22,Civil Engineering,68.69,94.83,79.13,78.29,85.94,9.87,51.79,Grade D,15.6,PhD
Student_1518,John,Smith,Male,20,Civil Engineering,94.06,80.07,98.91,74.82,78.97,8.31,58.14,Grade A,14.6,PhD
Student_1519,Ali,Davis,Male,20,Computer Science,87.48,98,90.12,90.38,81.01,6.52,79.72,Grade B,24.7,High School
Student_1520,Ali,Johnson,Female,21,Civil Engineering,87.88,63.42,64.79,52.52,51.23,0.16,84.97,Grade A,7.5,Bachelor's
Student_1521,Liam,Davis,Male,20,Mechanical Engineering,75.35,57.76,47.04,79.31,82.46,9.71,81.63,Grade B,22.6,PhD
Student_1522,Omar,Jones,Female,20,Computer Science,57.5,55.98,63.18,92.44,68.22,9.25,88.21,Grade E,5.4,Master's
Student_1523,Sara,Davis,Male,18,Computer Science,66.48,74.45,84.03,50.52,52.77,5.02,59.21,Grade C,21.8,Master's
Student_1524,Liam,Johnson,Female,24,Civil Engineering,58.01,96.26,50.59,86.06,95.82,6.14,67.85,Grade D,23.5,None
Student_1525,Ahmed,Williams,Male,22,Mechanical Engineering,85.11,94.86,88.19,70.83,60.15,3.79,58.12,Grade A,9.6,None
Student_1526,Liam,Smith,Female,21,Civil Engineering,72.97,64.11,89.23,81.41,81.31,7.96,96.65,Grade C,24.8,PhD
Student_1527,Emma,Johnson,Male,20,Electrical Engineering,56.76,78.6,76.7,58.17,76.1,2.09,67.87,Grade D,28.1,Master's
Student_1528,Emma,Smith,Male,22,Computer Science,66,45.76,42.44,63.86,71.8,9.58,54.14,Grade C,26.7,PhD
Student_1529,Omar,Johnson,Male,23,Computer Science,85.02,99.62,53.95,78.02,73.36,2.5,59.02,Grade B,20.9,PhD
Student_1530,Ali,Smith,Male,23,Mechanical Engineering,91.45,66.26,89.08,54.06,61,0.36,74.75,Grade A,21.9,High School
Student_1531,Liam,Brown,Female,21,Computer Science,88.05,77.09,74.49,75.79,69.83,3.32,67.38,Grade B,15.2,Bachelor's
Student_1532,Sara,Johnson,Male,18,Computer Science,59.32,45.25,67.98,80.88,97.89,3.71,92.07,Grade D,10.7,High School
Student_1533,Maria,Smith,Male,22,Computer Science,87.41,93.8,78.66,76.02,59.58,5.75,94.43,Grade B,22.3,High School
Student_1534,Omar,Johnson,Female,23,Computer Science,59.45,60.24,58.44,59.13,51.02,3.02,72.52,Grade D,16.4,None
Student_1535,Ahmed,Brown,Female,23,Civil Engineering,61.82,81.84,82.12,77.08,52.32,8.6,58.13,Grade A,11.2,PhD
Student_1536,Ahmed,Johnson,Male,18,Electrical Engineering,68.29,60.4,59.8,68.76,57.73,5.84,52.63,Grade B,9.6,High School
Student_1537,Maria,Williams,Female,23,Civil Engineering,86.9,70.33,69.24,51.53,51.04,8.65,62.59,Grade A,22.7,None
Student_1538,Maria,Brown,Male,19,Civil Engineering,96.27,76.1,50.48,78.33,87.65,2.54,87.55,Grade A,25.7,High School
Student_1539,Liam,Brown,Female,22,Civil Engineering,52.93,40.35,44.66,79.93,89.78,2.27,58.68,Grade D,13.6,High School
Student_1540,Sara,Williams,Female,22,Computer Science,84.96,52.44,91.91,80.09,99.23,1.79,96.38,Grade D,16.9,PhD
Student_1541,Maria,Johnson,Female,23,Electrical Engineering,63.96,60.88,88.45,97.6,83.95,8.79,84.44,Grade B,29.2,None
Student_1542,John,Smith,Female,22,Computer Science,66.7,72.46,79.34,98.91,87.19,8.03,73.67,Grade E,27.1,Master's
Student_1543,Ali,Johnson,Male,21,Civil Engineering,55.12,56.57,45.64,90.35,91.87,0.34,92.59,Grade E,19.5,High School
Student_1544,Emma,Brown,Female,21,Computer Science,66.26,48.7,91.29,57.82,61.82,1.1,80.55,Grade E,21.3,None
Student_1545,Ali,Jones,Male,18,Computer Science,81.64,69.73,97.7,72.25,84.32,8.91,83.38,Grade B,9,PhD
Student_1546,Emma,Brown,Female,21,Civil Engineering,58.56,77.5,85.73,92.53,65.26,0.33,95.56,Grade D,11.8,None
Student_1547,Ali,Jones,Female,23,Computer Science,96.54,83.03,74.43,61.6,73.75,5.57,52.54,Grade A,25.7,Bachelor's
Student_1548,Emma,Jones,Female,22,Civil Engineering,76.53,65.87,41.91,73.98,54.88,2.08,90.91,Grade E,12.5,Master's
Student_1549,John,Davis,Male,19,Computer Science,80.23,77.92,56.57,72.71,78.01,7.62,99.34,Grade E,14.8,Master's
Student_1550,Sara,Johnson,Female,23,Civil Engineering,88.71,67.73,54.18,99.33,95.81,4.39,89.85,Grade A,27.2,High School
Student_1551,Emma,Davis,Male,22,Mechanical Engineering,80.3,94.92,44.59,73.76,77.11,0.87,57.68,Grade D,6.7,None
Student_1552,Liam,Johnson,Female,19,Computer Science,74.73,52.31,49.6,76.64,63.03,5.52,90.46,Grade C,26,High School
Student_1553,Maria,Davis,Female,23,Civil Engineering,80.41,89.47,71.87,60.12,86.87,5.71,60.7,Grade B,26.5,High School
Student_1554,John,Brown,Male,21,Computer Science,81.2,85.56,68.83,63.79,50.73,2.48,73.25,Grade D,15.9,None
Student_1555,Maria,Brown,Female,21,Civil Engineering,74.33,44.32,65.41,78.51,66.29,3.71,82.04,Grade A,14.3,High School
Student_1556,Maria,Davis,Male,20,Civil Engineering,86.63,80.79,46.04,94.93,88.78,5.79,55.45,Grade B,29.6,None
Student_1557,Omar,Jones,Male,24,Civil Engineering,55.53,82.16,78.18,52.04,75.65,8.69,67.59,Grade D,5.8,Bachelor's
Student_1558,Ahmed,Brown,Male,21,Computer Science,60.61,97.9,82.16,52.16,66.66,5.47,83.26,Grade A,13,None
Student_1559,Ali,Smith,Female,22,Electrical Engineering,86.32,77.95,53.46,56.33,72.35,8.23,72.36,Grade A,12.8,None
Student_1560,Emma,Jones,Male,23,Computer Science,95.75,72.35,76.25,50.11,50.17,7.83,52.79,Grade B,12.1,High School
Student_1561,Omar,Brown,Female,20,Computer Science,65.19,49.04,66,58.95,97.22,9.72,81.66,Grade C,14.3,Bachelor's
Student_1562,Omar,Brown,Male,19,Computer Science,87.09,67.67,62.97,91.19,62.78,0.94,96.08,Grade A,15,Bachelor's
Student_1563,John,Davis,Male,20,Civil Engineering,64.73,97.04,48.05,67.01,90.82,4.92,96.42,Grade A,24.4,High School
Student_1564,John,Williams,Male,22,Mechanical Engineering,77.54,61.99,90.22,83.4,58.12,6.71,67.71,Grade C,9.2,PhD
Student_1565,Omar,Williams,Male,24,Civil Engineering,74.06,72.54,62.94,95.24,52.01,5.32,89.32,Grade D,19.8,PhD
Student_1566,Sara,Jones,Male,23,Civil Engineering,91.64,51.5,44.85,90.66,86.55,3.47,89.55,Grade A,24,None
Student_1567,Ahmed,Williams,Male,21,Civil Engineering,74.4,41.32,90.33,59.6,75.36,0.39,83.49,Grade D,9.6,Master's
Student_1568,Ali,Davis,Female,21,Civil Engineering,91.57,99.3,84.71,83.92,83.79,1.73,52.3,Grade A,27.2,Bachelor's
Student_1569,Ahmed,Brown,Female,18,Mechanical Engineering,62.32,85.59,90.41,84.91,84.79,4.61,89.34,Grade A,12.9,None
Student_1570,Ali,Smith,Female,22,Civil Engineering,75.37,47.14,71.85,81.98,92.27,7.65,80.91,Grade E,26.3,PhD
Student_1571,Omar,Jones,Female,23,Civil Engineering,66.8,93.65,75.4,71.45,68,2.32,71.78,Grade B,28.9,None
Student_1572,Ahmed,Davis,Female,23,Computer Science,63.03,50.88,73.02,57.58,98.11,8.52,57.89,Grade B,28.8,None
Student_1573,John,Smith,Female,24,Civil Engineering,88.84,75.28,81.74,85.08,97.99,9.82,99.59,Grade B,20.9,None
Student_1574,Maria,Smith,Female,22,Civil Engineering,89.35,70.84,95.09,84.57,88.45,4.76,93.98,Grade B,10.1,PhD
Student_1575,Sara,Brown,Female,24,Computer Science,91.96,53.89,53.18,65.44,74.58,3.54,79.68,Grade B,11.8,None
Student_1576,John,Brown,Female,19,Computer Science,97.17,41.77,46.07,80.15,89.72,1.29,75.28,Grade A,14.5,PhD
Student_1577,John,Williams,Female,20,Civil Engineering,70.07,85.2,90.98,87.51,90.07,6.76,82.38,Grade E,7.5,PhD
Student_1578,John,Davis,Male,19,Civil Engineering,76.42,98.33,87.92,95.32,71.66,8.44,59.58,Grade E,25.3,None
Student_1579,Emma,Smith,Male,20,Mechanical Engineering,77.01,91.39,58.53,68.02,84.15,2.97,59.63,Grade B,25,Bachelor's
Student_1580,Maria,Jones,Male,21,Civil Engineering,80.56,71.01,64.33,71.5,68.72,1.21,69.22,Grade A,18.3,High School
Student_1581,Ahmed,Brown,Female,20,Mechanical Engineering,98.32,79.2,74.78,96.64,57.27,6.28,85.72,Grade B,6.7,None
Student_1582,Ahmed,Williams,Female,19,Computer Science,67.42,69.59,44.99,56.3,80.09,4.76,94.89,Grade E,15.5,PhD
Student_1583,Omar,Davis,Female,23,Computer Science,99.56,86.93,53.07,78.05,84.61,1.02,92.42,Grade A,8.6,High School
Student_1584,Liam,Davis,Male,18,Computer Science,72.77,81.68,85.8,94.88,78.41,2.07,85.16,Grade C,7.3,High School
Student_1585,Maria,Williams,Male,18,Civil Engineering,75.29,65.63,70.05,93.26,61.8,9.63,59.31,Grade B,7.1,High School
